emoji,name,label
📙,orange book,neutral
📚,books,neutral
📓,notebook,neutral
📒,ledger,neutral
📃,page with curl,neutral
📜,scroll,neutral
📄,page facing up,neutral
📰,newspaper,neutral
🗞️,rolled-up newspaper,neutral
🗞,rolled-up newspaper,neutral
📑,bookmark tabs,neutral
🔖,bookmark,neutral
🏷️,label,neutral
🏷,label,neutral
💰,money bag,neutral
🪙,coin,neutral
💴,yen banknote,neutral
💵,dollar banknote,neutral
💶,euro banknote,neutral
💷,pound banknote,neutral
💸,money with wings,neutral
💳,credit card,neutral
🧾,receipt,neutral
💹,chart increasing with yen,neutral
✉️,envelope,neutral
✉,envelope,neutral
📧,e-mail,neutral
📨,incoming envelope,neutral
📩,envelope with arrow,neutral
📤,outbox tray,neutral
📥,inbox tray,neutral
📦,package,neutral
📫,closed mailbox with raised flag,neutral
📪,closed mailbox with lowered flag,neutral
📬,open mailbox with raised flag,neutral
📭,open mailbox with lowered flag,neutral
📮,postbox,neutral
🗳️,ballot box with ballot,neutral
🗳,ballot box with ballot,neutral
✏️,pencil,neutral
✏,pencil,neutral
✒️,black nib,neutral
✒,black nib,neutral
🖋️,fountain pen,neutral
🖋,fountain pen,neutral
🖊️,pen,neutral
🖊,pen,neutral
🖌️,paintbrush,neutral
🖌,paintbrush,neutral
🖍️,crayon,neutral
🖍,crayon,neutral
📝,memo,neutral
💼,briefcase,neutral
📂,open file folder,neutral
🗂️,card index dividers,neutral
🗂,card index dividers,neutral
📅,calendar,neutral
📆,tear-off calendar,neutral
🗒️,spiral notepad,neutral
🗒,spiral notepad,neutral
🗓️,spiral calendar,neutral
🗓,spiral calendar,neutral
📇,card index,neutral
📈,chart increasing,neutral
📉,chart decreasing,neutral
📊,bar chart,neutral
📋,clipboard,neutral
📌,pushpin,neutral
📍,round pushpin,neutral
📎,paperclip,neutral
🖇️,linked paperclips,neutral
🖇,linked paperclips,neutral
📏,straight ruler,neutral
📐,triangular ruler,neutral
✂️,scissors,neutral
✂,scissors,neutral
🗃️,card file box,neutral
🗃,card file box,neutral
🗄️,file cabinet,neutral
🗄,file cabinet,neutral
🗑️,wastebasket,neutral
🗑,wastebasket,neutral
🔒,locked,neutral
🔓,unlocked,neutral
🔏,locked with pen,neutral
🔐,locked with key,neutral
🔑,key,neutral
🗝️,old key,neutral
🗝,old key,neutral
🔨,hammer,neutral
🪓,axe,neutral
⛏️,pick,neutral
⛏,pick,neutral
⚒️,hammer and pick,neutral
⚒,hammer and pick,neutral
🛠️,hammer and wrench,neutral
🛠,hammer and wrench,neutral
🗡️,dagger,neutral
🗡,dagger,neutral
⚔️,crossed swords,neutral
⚔,crossed swords,neutral
💣,bomb,neutral
🪃,boomerang,neutral
🏹,bow and arrow,neutral
🛡️,shield,neutral
🛡,shield,neutral
🪚,carpentry saw,neutral
🔧,wrench,neutral
🪛,screwdriver,neutral
🔩,nut and bolt,neutral
⚙️,gear,neutral
⚙,gear,neutral
🗜️,clamp,neutral
🗜,clamp,neutral
⚖️,balance scale,neutral
⚖,balance scale,neutral
🦯,white cane,neutral
🔗,link,neutral
⛓️,chains,neutral
⛓,chains,neutral
🪝,hook,neutral
🧰,toolbox,neutral
🧲,magnet,neutral
🪜,ladder,neutral
⚗️,alembic,neutral
⚗,alembic,neutral
🧪,test tube,neutral
🧫,petri dish,neutral
🧬,dna,neutral
🔬,microscope,neutral
🔭,telescope,neutral
📡,satellite antenna,neutral
💉,syringe,neutral
🩸,drop of blood,neutral
💊,pill,neutral
🩹,adhesive bandage,neutral
🩼,crutch,neutral
🩺,stethoscope,neutral
🩻,x-ray,neutral
🚪,door,neutral
🛗,elevator,neutral
🪞,mirror,neutral
🪟,window,neutral
🛏️,bed,neutral
🛏,bed,neutral
🛋️,couch and lamp,neutral
🛋,couch and lamp,neutral
🚽,toilet,neutral
🪠,plunger,neutral
🚿,shower,neutral
🛁,bathtub,neutral
🪤,mouse trap,neutral
🪒,razor,neutral
🧴,lotion bottle,neutral
🧷,safety pin,neutral
🧹,broom,neutral
🧺,basket,neutral
🧻,roll of paper,neutral
🪣,bucket,neutral
🧼,soap,neutral
🫧,bubbles,neutral
🪥,toothbrush,neutral
🧽,sponge,neutral
🧯,fire extinguisher,neutral
🛒,shopping cart,neutral
🚬,cigarette,neutral
⚰️,coffin,neutral
⚰,coffin,neutral
🪦,headstone,neutral
⚱️,funeral urn,neutral
⚱,funeral urn,neutral
🧿,nazar amulet,neutral
🪬,hamsa,neutral
🗿,moai,neutral
🪧,placard,neutral
🪪,identification card,neutral
🏧,ATM sign,neutral
🚮,litter in bin sign,neutral
🚰,potable water,neutral
♿,wheelchair symbol,neutral
🚹,men’s room,neutral
🚺,women’s room,neutral
🚻,restroom,neutral
🚼,baby symbol,neutral
🚾,water closet,neutral
🛂,passport control,neutral
🛃,customs,neutral
🛄,baggage claim,neutral
🛅,left luggage,neutral
⚠,warning,neutral
🚸,children crossing,neutral
⛔,no entry,neutral
🚫,prohibited,neutral
🚳,no bicycles,neutral
🚭,no smoking,neutral
🚯,no littering,neutral
🚱,non-potable water,neutral
🚷,no pedestrians,neutral
📵,no mobile phones,neutral
🔞,no one under eighteen,neutral
☢️,radioactive,neutral
☢,radioactive,neutral
☣️,biohazard,neutral
☣,biohazard,neutral
⬆️,up arrow,neutral
⬆,up arrow,neutral
↗️,up-right arrow,neutral
↗,up-right arrow,neutral
➡️,right arrow,neutral
➡,right arrow,neutral
↘️,down-right arrow,neutral
↘,down-right arrow,neutral
⬇️,down arrow,neutral
⬇,down arrow,neutral
↙️,down-left arrow,neutral
↙,down-left arrow,neutral
⬅️,left arrow,neutral
⬅,left arrow,neutral
↖️,up-left arrow,neutral
↖,up-left arrow,neutral
↕️,up-down arrow,neutral
↕,up-down arrow,neutral
↔️,left-right arrow,neutral
↔,left-right arrow,neutral
↩️,right arrow curving left,neutral
↩,right arrow curving left,neutral
↪️,left arrow curving right,neutral
↪, left arrow curving right,neutral
⤴️,right arrow curving up,neutral
⤴,right arrow curving up,neutral
⤵️,right arrow curving down,neutral
⤵,right arrow curving down,neutral
🔃,clockwise vertical arrows,neutral
🔄,counterclockwise arrows button,neutral
🔙,BACK arrow,neutral
🔚,END arrow,neutral
🔛,ON! arrow,neutral
🔜,SOON arrow,neutral
🔝,TOP arrow,neutral
🛐,place of worship,neutral
⚛️,atom symbol,neutral
⚛,atom symbol,neutral
🕉️,om,neutral
🕉,om,neutral
✡️,star of David,neutral
✡,star of David,neutral
☸️,wheel of dharma,neutral
☸,wheel of dharma,neutral
☯️,yin yang,neutral
☯,yin yang,neutral
✝️,latin cross,neutral
✝,latin cross,neutral
☦️,orthodox cross,neutral
☦,orthodox cross,neutral
☪️,star and crescent,neutral
☪,star and crescent,neutral
☮️,peace symbol,neutral
☮,peace symbol,neutral
🕎,menorah,neutral
🔯,dotted six-pointed star,neutral
🪯,khanda,neutral
♈,Aries,neutral
♉,Taurus,neutral
♊,Gemini,neutral
♋,Cancer,neutral
♌,Leo,neutral
♍,Virgo,neutral
♎,Libra,neutral
♏,Scorpio,neutral
♐,Sagittarius,neutral
♑,Capricorn,neutral
♒,Aquarius,neutral
♓,Pisces,neutral
⛎,Ophiuchus,neutral
🔀,shuffle tracks button,neutral
🔁,repeat button,neutral
🔂,repeat single button,neutral
▶️,play button,neutral
▶,play button,neutral
⏩,fast-forward button,neutral
⏭️,next track button,neutral
⏭,next track button,neutral
⏯️,play or pause button,neutral
⏯,play or pause button,neutral
◀️,reverse button,neutral
◀,reverse button,neutral
⏪,fast reverse button,neutral
⏮️,last track button,neutral
⏮,last track button,neutral
🔼,upwards button,neutral
⏫,fast up button,neutral
🔽,downwards button,neutral
⏬,fast down button,neutral
⏸️,pause button,neutral
⏸,pause button,neutral
⏹️,stop button,neutral
⏹,stop button,neutral
⏺️,record button,neutral
⏺,record button,neutral
⏏️,eject button,neutral
⏏,eject button,neutral
🎦,cinema,neutral
🔅,dim button,neutral
🔆,bright button,neutral
📶,antenna bars,neutral
🛜,wireless,neutral
📳,vibration mode,neutral
📴,mobile phone off,neutral
♀️,female sign,neutral
♀,female sign,neutral
♂️,male sign,neutral
♂,male sign,neutral
⚧️,transgender symbol,neutral
⚧,transgender symbol,neutral
✖️,multiply,neutral
✖,multiply,neutral
➕,plus,neutral
➖,minus,neutral
➗,divide,neutral
🟰,heavy equals sign,neutral
♾️,infinity,neutral
♾,infinity,neutral
‼️,double exclamation mark,neutral
‼,double exclamation mark,neutral
⁉️,exclamation question mark,neutral
⁉,exclamation question mark,neutral
❓,red question mark,neutral
❔,white question mark,neutral
❕,white exclamation mark,neutral
❗,red exclamation mark,neutral
〰️,wavy dash,neutral
〰,wavy dash,neutral
💱,currency exchange,neutral
💲,heavy dollar sign,neutral
⚕️,medical symbol,neutral
⚕,medical symbol,neutral
♻️,recycling symbol,neutral
♻,recycling symbol,neutral
⚜️,fleur-de-lis,neutral
⚜,fleur-de-lis,neutral
🔱,trident emblem,neutral
📛,name badge,neutral
🔰,Japanese symbol for beginner,neutral
⭕,hollow red circle,neutral
✅,check mark button,neutral
☑️,check box with check,neutral
☑,check box with check,neutral
✔️,check mark,neutral
✔,check mark,neutral
❌,cross mark,neutral
❎,cross mark button,neutral
➰,curly loop,neutral
➿,double curly loop,neutral
〽️,part alternation mark,neutral
〽,part alternation mark,neutral
✳️,eight-spoked asterisk,neutral
✳,eight-spoked asterisk,neutral
✴️,eight-pointed star,neutral
✴,eight-pointed star,neutral
❇️,sparkle,neutral
❇,sparkle,neutral
©️,copyright,neutral
©,copyright,neutral
®️,registered,neutral
®,registered,neutral
™️,trade mark,neutral
™,trade mark,neutral
#️⃣,#,neutral
#⃣,#,neutral
*️⃣,keycap: *,neutral
*⃣,keycap: *,neutral
0️⃣,keycap: 0,neutral
0⃣,keycap: 0,neutral
1️⃣,keycap: 1,neutral
1⃣,keycap: 1,neutral
2️⃣,keycap: 2,neutral
2⃣,keycap: 2,neutral
3️⃣,keycap: 3,neutral
3⃣,keycap: 3,neutral
4️⃣,keycap: 4,neutral
4⃣,keycap: 4,neutral
5️⃣,keycap: 5,neutral
5⃣,keycap: 5,neutral
6️⃣,keycap: 6,neutral
6⃣,keycap: 6,neutral
7️⃣,keycap: 7,neutral
7⃣,keycap: 7,neutral
8️⃣,keycap: 8,neutral
8⃣,keycap: 8,neutral
9️⃣,keycap: 9,neutral
9⃣,keycap: 9,neutral
🔟,keycap: 10,neutral
🔠,input latin uppercase,neutral
🔡,input latin lowercase,neutral
🔢,input numbers,neutral
🔣,input symbols,neutral
🔤,input latin letters,neutral
🅰️,A button (blood type),neutral
🅰,A button (blood type),neutral
🆎,AB button (blood type),neutral
🅱️,B button (blood type),neutral
🅱,B button (blood type),neutral
🆑,CL button,neutral
🆒,COOL button,neutral
🆓,FREE button,neutral
ℹ️,information,neutral
ℹ,information,neutral
🆔,ID button,neutral
Ⓜ️,circled M,neutral
Ⓜ,circled M,neutral
🆕,NEW button,neutral
🆖,NG button,neutral
🅾️,O button (blood type),neutral
🅾,O button (blood type),neutral
🆗,OK button,neutral
🅿️,P button,neutral
🅿,P button,neutral
🆙,UP! button,neutral
🆚,VS button,neutral
🈁,Japanese “here” button,neutral
🈂️,Japanese “service charge” button,neutral
🈂,Japanese “service charge” button,neutral
🈷️,Japanese “monthly amount” button,neutral
🈷,Japanese “monthly amount” button,neutral
🈶,Japanese “not free of charge” button,neutral
🈯,Japanese “reserved” button,neutral
🉐,Japanese “bargain” button,neutral
🈹,Japanese “discount” button,neutral
🈚,Japanese “free of charge” button,neutral
🈲,Japanese “prohibited” button,neutral
🉑,Japanese “acceptable” button,neutral
🈸,Japanese “application” button,neutral
🈴,Japanese “passing grade” button,neutral
🈳,Japanese “vacancy” button,neutral
㊗️,Japanese “congratulations” button,neutral
㊗,Japanese “congratulations” button,neutral
㊙️,Japanese “secret” button,neutral
㊙,Japanese “secret” button,neutral
🈺,Japanese “open for business” button,neutral
🈵,Japanese “no vacancy” button,neutral
🔴,red circle,neutral
🟠,orange circle,neutral
🟡,yellow circle,neutral
🟢,green circle,neutral
🔵,blue circle,neutral
🟣,purple circle,neutral
🟤,brown circle,neutral
⚫,black circle,neutral
⚪,white circle,neutral
🟥,red square,neutral
🟧,orange square,neutral
🟨,yellow square,neutral
🟩,green square,neutral
🟦,blue square,neutral
🟪,purple square,neutral
🟫,brown square,neutral
⬛,black large square,neutral
⬜,white large square,neutral
◼️,black medium square,neutral
◼,black medium square,neutral
◻️,white medium square,neutral
◻,white medium square,neutral
◾,black medium-small square,neutral
◽,white medium-small square,neutral
▪️,black small square,neutral
▪,black small square,neutral
▫️,white small square,neutral
▫,white small square,neutral
🔶,large orange diamond,neutral
🔷,large blue diamond,neutral
🔸,small orange diamond,neutral
🔹,small blue diamond,neutral
🔺,red triangle pointed up,neutral
🔻,red triangle pointed down,neutral
💠,diamond with a dot,neutral
🔘,radio button,neutral
🔳,white square button,neutral
🔲,black square button,neutral
🏁,chequered flag,neutral
🚩,triangular flag,neutral
🎌,crossed flags,neutral
🏴,black flag,neutral
🏳️,white flag,neutral
🏳,white flag,neutral
🏳️‍🌈,rainbow flag,neutral
🏳‍🌈,rainbow flag,neutral
🏳️‍⚧️,transgender flag,neutral
🏳‍⚧️,transgender flag,neutral
🏳‍⚧,transgender flag,neutral
🏴‍☠️,pirate flag,neutral
🏴‍☠,pirate flag,neutral
🇦🇨,flag: Ascension Island,neutral
🇦🇩,flag: Andorra,neutral
🇦🇪,flag: United Arab Emirates,neutral
🇦🇫,flag: Afghanistan,neutral
🇦🇬,flag: Antigua & Barbuda,neutral
🇦🇮,flag: Anguilla,neutral
🇦🇱,flag: Albania,neutral
🇦🇲,flag: Armenia,neutral
🇦🇴,flag: Angola,neutral
🇦🇶,flag: Antarctica,neutral
🇦🇷,flag: Argentina,neutral
🇦🇸,flag: American Samoa,neutral
🇦🇹,flag: Austria,neutral
🇦🇺,flag: Australia,neutral
🇦🇼,flag: Aruba,neutral
🇦🇽,flag: Åland Islands,neutral
🇦🇿,flag: Azerbaijan,neutral
🇧🇦,flag: Bosnia & Herzegovina,neutral
🇧🇧,flag: Barbados,neutral
🇧🇩,flag: Bangladesh,neutral
🇧🇪,flag: Belgium,neutral
🇧🇫,flag: Burkina Faso,neutral
🇧🇬,flag: Bulgaria,neutral
🇧🇭,flag: Bahrain,neutral
🇧🇮,flag: Burundi,neutral
🇧🇯,flag: Benin,neutral
🇧🇱,flag: St. Barthélemy,neutral
🇧🇲,flag: Bermuda,neutral
🇧🇳,flag: Brunei,neutral
🇧🇴,flag: Bolivia,neutral
🇧🇶,flag: Caribbean Netherlands,neutral
🇧🇷,flag: Brazil,neutral
🇧🇸,flag: Bahamas,neutral
🇧🇹,flag: Bhutan,neutral
🇧🇻,flag: Bouvet Island,neutral
🇧🇼,flag: Botswana,neutral
🇧🇾,flag: Belarus,neutral
🇧🇿,flag: Belize,neutral
🇨🇦,flag: Canada,neutral
🇨🇨,flag: Cocos (Keeling) Islands,neutral
🇨🇩,flag: Congo - Kinshasa,neutral
🇨🇫,flag: Central African Republic,neutral
🇨🇬,flag: Congo - Brazzaville,neutral
🇨🇭,flag: Switzerland,neutral
🇨🇮,flag: Côte d’Ivoire,neutral
🇨🇰,flag: Cook Islands,neutral
🇨🇱,flag: Chile,neutral
🇨🇲,flag: Cameroon,neutral
🇨🇳,flag: China,neutral
🇨🇴,flag: Colombia,neutral
🇨🇵,flag: Clipperton Island,neutral
🇨🇷,flag: Costa Rica,neutral
🇨🇺,flag: Cuba,neutral
🇨🇻,flag: Cape Verde,neutral
🇨🇼,flag: Curaçao,neutral
🇨🇽,flag: Christmas Island,neutral
🇨🇾,flag: Cyprus,neutral
🇨🇿,flag: Czechia,neutral
🇩🇪,flag: Germany,neutral
🇩🇬,flag: Diego Garcia,neutral
🇩🇯,flag: Djibouti,neutral
🇩🇰,flag: Denmark,neutral
🇩🇲,flag: Dominica,neutral
🇩🇴,flag: Dominican Republic,neutral
🇩🇿,flag: Algeria,neutral
🇪🇦,flag: Ceuta & Melilla,neutral
🇪🇨,flag: Ecuador,neutral
🇪🇪,flag: Estonia,neutral
🇪🇬,flag: Egypt,neutral
🇪🇭,flag: Western Sahara,neutral
🇪🇷,flag: Eritrea,neutral
🇪🇸,flag: Spain,neutral
🇪🇹,flag: Ethiopia,neutral
🇪🇺,flag: European Union,neutral
🇫🇮,flag: Finland,neutral
🇫🇯,flag: Fiji,neutral
🇫🇰,flag: Falkland Islands,neutral
🇫🇲,flag: Micronesia,neutral
🇫🇴,flag: Faroe Islands,neutral
🇫🇷,flag: France,neutral
🇬🇦,flag: Gabon,neutral
🇬🇧,flag: United Kingdom,neutral
🇬🇩,flag: Grenada,neutral
🇬🇪,flag: Georgia,neutral
🇬🇫,flag: French Guiana,neutral
🇬🇬,flag: Guernsey,neutral
🇬🇭,flag: Ghana,neutral
🇬🇮,flag: Gibraltar,neutral
🇬🇱,flag: Greenland,neutral
🇬🇲,flag: Gambia,neutral
🇬🇳,flag: Guinea,neutral
🇬🇵,flag: Guadeloupe,neutral
🇬🇶,flag: Equatorial Guinea,neutral
🇬🇷,flag: Greece,neutral
🇬🇸,flag: South Georgia & South Sandwich Islands,neutral
🇬🇹,flag: Guatemala,neutral
🇬🇺,flag: Guam,neutral
🇬🇼,flag: Guinea-Bissau,neutral
🇬🇾,flag: Guyana,neutral
🇭🇰,flag: Hong Kong SAR China,neutral
🇭🇲,flag: Heard & McDonald Islands,neutral
🇭🇳,flag: Honduras,neutral
🇭🇷,flag: Croatia,neutral
🇭🇹,flag: Haiti,neutral
🇭🇺,flag: Hungary,neutral
🇮🇨,flag: Canary Islands,neutral
🇮🇩,flag: Indonesia,neutral
🇮🇪,flag: Ireland,neutral
🇮🇱,flag: Israel,neutral
🇮🇲,flag: Isle of Man,neutral
🇮🇳,flag: India,neutral
🇮🇴,flag: British Indian Ocean Territory,neutral
🇮🇶,flag: Iraq,neutral
🇮🇷,flag: Iran,neutral
🇮🇸,flag: Iceland,neutral
